comment,aspects
Great way to save money on international transactions,['824.company-brand.general-satisfaction.0']
"I use the app daily to check my balances and make transfer etc on the move.  I have access to all my accounts and find the sign on process and new interface quite easy to use.  Only thing missing for me at the moment is the pending transactions options which is only available on the desk top site. Move that to the mobile banking app and your quids in.. 👍

It's in....rating updated love it","['824.account-management.account-access.0', '824.company-brand.convenience.0']"
Very simp,['824.company-brand.general-satisfaction.0']
Ok and on point. A bit late on responses but nothing too bad. Good Job.,['824.company-brand.general-satisfaction.0']
"Barclay’s mobile banking is so easy to use and quick, I have used for many years now and would be lost without it. I am deaf so can’t speak on the phone but my app does everything I need plus updating all the time making my life easier.",['824.company-brand.convenience.0']
User since 2018 and never an issue.,['824.company-brand.general-satisfaction.0']
"Easy to use, I love the tabs you can share with people to pay each other back efficiently. Feels a little too easy for someone else to login on my phone, but otherthan that it's brilliant for travelling! So easy not to have to get billed extra for paying with a normal card. Love the colour of the card too.",['824.account-management.account-access.0']
I have no doubt that Chatterbank is the best!,['824.company-brand.competitor.0']
Practical and very useful when you travel outside your country to pay in almost any currency in the world.,"['824.company-brand.general-satisfaction.0', '824.company-brand.convenience.0']"
"Very good bank, never had a problem",['824.company-brand.general-satisfaction.0']
it is ok,['824.company-brand.general-satisfaction.0']
It was ok till last week I have forgot my pass code and I had to reset my mobile banking and it's keep giving eror I keep trying it's not working,['824.account-management.account-access.0']
I am proud of the services provided by N26.,['824.company-brand.general-satisfaction.0']
Constantly updating terms and conditions and requesting user confirmation. Resulting in icon removing from home screen every time,['824.online-experience.updates-versions.0']
"I’ve been trying for the past 4 days to access my online bank account. Apparently I’m entering the wrong digital secure key password, which I know I am not. My fingerprint supposedly has changed as well. This app is pathetic and I highly recommend to others to change bank. Terrible customer service, I’ve been hacked 3 times in the last 2 years. The ridiculousness of this app is just the cherry on top. Get your act together!","['824.account-management.fingerprint-facial-recognition.0', '824.account-management.account-access.0']"
It is easy and fun to use. It works way better than traditional banks. Having budgets in different currencies makes this appropriate for travellers.,"['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
"Just perfect, very useful and N26 team is very kind, I recommend it!!",['824.company-brand.general-satisfaction.0']
"I made a complaint 3 to 4 months ago about the terrible service that my mother received at the Warrington branch of Santander. She went to the bank to advise them of the death of her husband and during the distressing interview, the bank clerk tried to sell her home insurance!!
At the time of complaining, I, as my mothers representative received a call from one of Santander's senior managers, who advised that he was looking into this matter as he was not happy with this at all.
It is now nearing the end of March and still no response from the senior management team in relation to this complaint. It seems that this sort of action is seen as okay! Well not by me or my family. Absolutely disgusted at the lack of care, service and correspondence from Santander!!!",['824.company-brand.general-satisfaction.0']
The new update is perfect although the pending transactions won't open on my Galaxy S8 so needs to be fixed. Other than that it works and looks great. Only suggestion I have is to add back the customizable banner image. I really think this made the app feel more personal. At least make it optional.,['824.online-experience.updates-versions.0']
I have iOS and when I try to register for online access it gets stuck when you try to pick a security question.  The next page is totally blank.  Can’t finish registration. Such a badly designed app from a major banking institution.  Must have high school students creating the apps.  If you look at the other reviews it’s not great either.  All 1 star reviews.,['824.account-management.account-access.0']
"I have  IOS 9.3.5 but latest update (Jan 2019)does not work,despite saying its compatible with 9.3 onwards.This is the second time this has occurred over the last 2 months",['824.online-experience.updates-versions.0']
"Really nice service, easy to use, great support team. I have been using Chatterbank for a while and for me is one of the best online banking services.",['824.company-brand.competitor.0']
"Used to be great could check on my money anytime. Since the update it won't allow login unless you are on WiFi. Not helpful if out and about. Also what is with the assumptions as to why people are logging on at certain times? I log on early before work, not because I'm up with a baby.....","['824.account-management.account-access.0', '824.company-brand.convenience.0', '824.online-experience.updates-versions.0']"
Best bank I have ever have thank you every one I love nationwide,"['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
"this card is the best card you can have for a few good reasons. you can insta-add money from your credit card and you have acces to the best exchange you cand have on your region, way better than any bank. it is also very safe because you can control the security of the card from your mobile app. for example u can deactivate any type of payment so if you lose your card nobody can acces your account . you can unlock the payment by a simple click in the mobile app.The support team is very helpful and will really solve your problwm. instant money transfer to another Chatterbank user is a huge plus. it wod be more helpful if you could withdraw more than 200 euros from ATM",['824.company-brand.competitor.0']
Best app out there hands down.,['824.company-brand.competitor.0']
I can't log on to get my 1dollar a day for weeks now.,['824.account-management.account-access.0']
Amazing bank fast end free,['824.company-brand.general-satisfaction.0']
"N26 is a bank I simply trust, they are very clear with their fees and products. simple and very easy to use and in addition they did what other traditional banks couldn’t do. This is the Bank of the Future N26 is very interesting experience to have, I enjoy using the app and it’s for free not like other banks they have hidden fees.

I would love even to work there one day :)

I am proud that I am one of the first customers who opened N26 bank accounts.","['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
Brilliant. Love everything about it,['824.company-brand.general-satisfaction.0']
"Very important make and track finances and I am very pleased,",['824.company-brand.general-satisfaction.0']
"The Uttoxeter branch is the worst branch I’ve ever banked with. Over the past 12 months the service I’ve received is nothing better than awful. No professionalism, grumpy unhelpful staff I’ve ever come across.  In fact they go out of their way to make banking with them as difficult as possible. I can’t remember the last time I had a pleasant easy transaction with them, even paying cash in is difficult with machines that don’t work and cashiers that refuse to take pay in’s with cards or paying in books. They then wander why I’m annoyed. I have just tried to pay in to the branch and the cash pay in machine swallowed the card and part of the cash before ceasing to work. The staff then told me I had to prove how much I was missing before returning the money. When I suggested the audit the machine they told me they wouldn’t do that till 8 hours later and even then they only give me back the amount that I could prove was missing. I’ve banked with lloyds for over 6 years with two business accounts, personal and investment accounts and a morgage. Well no more I’m moving the lot. Duck Turpin rode a black horse and stole from the road side, well so do lloyds.",['824.company-brand.general-satisfaction.0']
The update makes it slower,['824.online-experience.updates-versions.0']
"This app was so handy and good when I first got it. A few months after using it, it crashes before I even log on. I press on the app and it shows the loading screen then crashes so I have to check my balance online which is so annoying when I’m out and need to know my balance ASAP. There’s clearly a bug here so please sort it. I’ve tried downloading and re downloading, I even have the latest Apple update so it’s not that. Please sort it :(","['824.account-management.account-access.0', '824.company-brand.convenience.0', '824.online-experience.updates-versions.0']"
Most wonderful app of all time.,['824.company-brand.competitor.0']
beautiful system,['824.company-brand.general-satisfaction.0']
"Worst online app to use. Their customer service is horrible. They don't have live agent to speak to. They suggest you use the chat option which sends you reply from a BOT. You have to wait 1-2 hours to finally chat with a HUMAN. Plus, you have to pay delivery for a card. Every other service sends your card for free. Worse app compared to other apps.",['824.company-brand.competitor.0']
"Went into the branch on Market Street Manchester to get a photocopy of passport stamped and verified, spoke to one member of staff and the manager Karan Spencer did not want to help. Said they don't do it, which is rubbish because I have had it done before at their Stockport branch. Went round the Corner to Lloyds Bank who did it straight away. No problems. What is all this rubbish about becoming UKs most helpful bank.",['824.company-brand.general-satisfaction.0']
"Very easy to use , brilliant for instant transfers snd checking balance",['824.company-brand.general-satisfaction.0']
simple to use. Brilliant!,['824.company-brand.general-satisfaction.0']
Truly the best banking application,['824.company-brand.competitor.0']
"so useful, I use it all the time.",['824.company-brand.convenience.0']
Bank 3.0 that makes life easier... as long as you have the funds to fund your account፦)) Ps: read well the conditions of the Black mastercard that does not always deserve its black status (cf insurance car rentals lower than the first visa...),['824.company-brand.general-satisfaction.0']
Good service. Quality product,['824.company-brand.general-satisfaction.0']
The app works just awesome and it's easy to use without any problem. Hattsoff to such an app and their service. It just awesome.....,['824.company-brand.general-satisfaction.0']
Easy payments and transfers Easy access to account and statements Messages and information from my bank direct to my account,['824.account-management.account-access.0']
Best bank I have had. Easy banking. I love it!,['824.company-brand.general-satisfaction.0']
Fast and easy service ! Thank you Monese!,['824.company-brand.general-satisfaction.0']
"fnwhmnw b gnwmnjm, hd gbnrjtmgb bhrjngqrgnmn",['824.company-brand.general-satisfaction.0']
"Terrible ap that firstly doesn't show all accounts, then updates and doesn't let you log in, then allows for easy mistakes for payments. Members of staff saying that errors are easily fixed, sort it all out, then finding weeks later it's been attempted and not worked but no-one gets in touch to tell me or explain why. Then call and get charged for the pleasure of being on the phone for 45mins to be told I can't do what I want, even though two previous members of staff said I could. Then agreed they would call me back the following week, but send a text apologising for me being 'cut off' and to call them back again!! Apaling. No online chat or email service, calls only which are charged, take forever, get transferred from team to team, no-one takes responsibility.... Awful. Now transferring accounts over to new provider...","['824.account-management.account-access.0', '824.company-brand.general-satisfaction.0', '824.online-experience.updates-versions.0']"
"Limited functionality, not great to navigate and infuriating password request on payment after having logged in with Touch ID. Would fully switch to them perhaps merely use as a budgeting tool but then probably best to use Monzo or Yolt for that as they are both better","['824.account-management.fingerprint-facial-recognition.0', '824.account-management.account-access.0']"
Excellent bank and excellent customer care services. First bank I've been happy to trust my money with,['824.company-brand.general-satisfaction.0']
Alexis is a legend. 😁,['824.staff-support.agent-named.0']
"Brilliant, signed me up straight away with no problems, just need to transfer money to see what happens",['824.company-brand.general-satisfaction.0']
Very good service for small amount transactions. Be wary when using for transactions over few thousands in EUR/USD/GBP.,['824.company-brand.general-satisfaction.0']
"I use it every day, I trust Chatterbank more than domestic banks. After this, there is no domestic alternative. Premium services offer me a lot of benefits.
It's easy to register, replenish, exchange money, transfer.",['824.company-brand.competitor.0']
Easy and efficient service that can be used anywhere.,['824.company-brand.general-satisfaction.0']
This app worked great until it came up with a update which I can not download &amp; now the app won't work at all very disappointed.,['824.online-experience.updates-versions.0']
It is ok that you can pay in so many foreign currency!,['824.company-brand.general-satisfaction.0']
I love the fact that I can sign in instantly with my fingerprint! I check my account more often now which is a good thing.,"['824.account-management.fingerprint-facial-recognition.0', '824.account-management.account-access.0']"
"Amazing bank, I LOVE it !!! It's super easy to use, the app is fantastic. I hope that Monzo will be available in other countries soon as I keep to recommend this bank to my friends abroad.",['824.company-brand.general-satisfaction.0']
"I couldn't open a business account. I don't know why, I have a legit business and provided them pictures with all my papers.",['824.account-management.account-access.0']
As I'm fairly new to the app I think the avg rating is justified. The app is well presented &amp; easy to navigate. There's enough options to get my teeth stuck into but when I'm more familiar &amp; have set up the relevant functions for my needs then I'll be back to re-review. Watch this space,['824.purchase-booking-experience.choice-variety.0']
Service was impeccable love the fact that has soon as you perchase something you get an instant alert to your mobile.,['824.company-brand.general-satisfaction.0']
"This app is so useful it almost seems too good too good to be true, but there it is!",['824.company-brand.convenience.0']
"Identité vérifiée en 1mn30 puis possibilité de transfert immédiat et sans frais (R to R du moins), à tester maintenant une MasterCard pour 6€ valable 3 ans? Trop beau pour être vrai?",['824.company-brand.general-satisfaction.0']
Great option for everybody!,['824.company-brand.general-satisfaction.0']
"Just, you are the best","['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
"I cannot transfer money at all with the app. It recognises my digital secure key for logging in but not for confirming a new payee. Online chat help has not been helpful for me too. Using the website also does not work, the transaction code generated with the app is never recognised either. FIXED: Just got off the phone to HSBC. If anyone is having problems verifying credentials when sending money to someone on the app, change your mobile date/time to Automatic. This fixes it!",['824.account-management.account-access.0']
Simply boss,['824.company-brand.general-satisfaction.0']
Ever Since the iOS 13 update i have not been able to use Touch ID to log into my Santander account. I am still able to use Touch ID on my phone normally however it doesn’t work on my iPhone 7.,['824.account-management.fingerprint-facial-recognition.0']
"I could not open an account with my Portuguese passport which is a bit stupid because in every bank I can open an account without problema only because I need a passport, when it is possible then I will think about it but first you have to allow it with a normal one Pass (European?) To open","['824.account-management.account-access.0', '824.company-brand.general-satisfaction.0']"
"Benutze es seit ca einem Jahr als Hauptkonto, bin mega zufrieden und hatte bis jetzt noch überhaupt keine Probleme. 
Weiter so",['824.company-brand.general-satisfaction.0']
Re-installed app after latest update. It was the employee in my branch who sorted it. Please fully test all updates to avoid having to go through all this. Prior to releasing updates. Embarrassing for you when the local branch clerk offers a solution before you do!,['824.online-experience.updates-versions.0']
Best exchange rates &amp; fast service and amazing customer service by Chatterbank,['824.company-brand.competitor.0']
Boom ting,['824.company-brand.general-satisfaction.0']
"Rubbish Since last update 09/19 if you try sending money to someone it constantly wants to send a OTP. On android phones you have to come out the app to read the OTP but this logs you out of the banking app, meaning the code is redundant and you cam NEVER pay using the app.","['824.company-brand.convenience.0', '824.online-experience.updates-versions.0']"
"I thought the new update would be good, and there are some improvements, like fingerprint login, and being able to alter payment refs to existing payees. 
But in some ways it is a backwards step. In particular on some accounts it just shows 'direct debit' without naming who I am paying, transfer are labelled MOB or RIB but don't state the origin account. 
Also if I switch apps it doesn't automatically log me out, not a great security feature. 
As for the Y logo on logging in, it just looks outdated and tacky and pixelly",['824.account-management.fingerprint-facial-recognition.0']
"I updated the app,set up security,I tried to check my bank balance,and I received a notification to disable auto app opening,I have a Samsung galaxy A3(2016 model)and I don't have that setting on my phone,so I cannot use the app anymore.could it be my phones operating system causing this problem? And my apologies about my last review,it was nothing personal.thank you for your help,it hope I can get set the app again,and I still had the same problem setting up the basic version of the app.",['824.online-experience.updates-versions.0']
Amazing experience to have a Chatterbank account over 2 years now. It is one of the great virtual account application to make use of funds while traveling and forget about a hassle of dealing with FX fees and bank charges.,['824.company-brand.competitor.0']
"Love this app, it makes my life so easy.",['824.company-brand.convenience.0']
"So far so good, traveling soon and let's see how it works abroad in other currencies. But definately recommending the card to friends and family for easy transactions without he questions asked.",['824.company-brand.general-satisfaction.0']
Live in a rural area so changed my life!,['824.company-brand.general-satisfaction.0']
Poor. Doesnt allow me to use Google pay samsung pay. Forces me to use it's own contactless system which constantly fails when needed.,['824.company-brand.general-satisfaction.0']
"Dont waste your time!!!!!Terrible service.
It took all afternoon to try complete login process...
Then the address could not be verified..whochnos ridiculous and they can not help at support.
Close this account and wait 7days is the solution.
A total waste of time","['824.account-management.account-access.0', '824.company-brand.general-satisfaction.0']"
Bluebird not supported Edit: Downgraded to one star they shorted me over 1200 points Edit: it was a small issue after all and it's fixed Update: Customer service has become nearly non existent,"['824.company-brand.general-satisfaction.0', '824.online-experience.updates-versions.0']"
"A fantastic app and easily the market leading customer centric challenger bank - perfect for helping manage and control spend, perfect for use with friends and family, at home and abroad. I have tested so many apps but for value and sheer range of what I can do and what I can get from within the ecosystem, Chatterbank really is unrivalled!",['824.company-brand.competitor.0']
Easy to use in the comfort of your own home.,['824.company-brand.convenience.0']
"Doesn't work how it should, it's verry hard to earn a single dollar.. I can't do nothing without other peoples. So sorry but it's not good, too hard to earn any money from you guys m",['824.company-brand.general-satisfaction.0']
"utterly disappointing. Chose charity on political pressure, not on actual needs",['824.company-brand.general-satisfaction.0']
Update: now that I can use this app contactless with my phone it is probably my favourite app,['824.company-brand.competitor.0']
Easy enough to navigate using help offered,['824.company-brand.convenience.0']
Verry happy and easy to use thank u,['824.company-brand.general-satisfaction.0']
"Very good up,easy to use",['824.company-brand.general-satisfaction.0']
It is ok for my needs,['824.company-brand.general-satisfaction.0']
Super card. I'm very pleased. I can make transactions without commissions.,['824.company-brand.general-satisfaction.0']
I am happy about the way you use when abroad... No fees... Good exchange rate...,['824.company-brand.general-satisfaction.0']
it always helped,['824.company-brand.general-satisfaction.0']
"New version claims my tablet has been rooted. No it hasn't. Fixed it by uninstaling and then reinstalling, works fine now. Bit of a mess and expected better from such a large company",['824.online-experience.updates-versions.0']
Everything nice and sweet apart from unable to cancel direct debit😡👎 with other bank you can ( out of 100% I'll give you 30%) If you fix it I'll give you 100 of 100 because I like Barclays,['824.company-brand.general-satisfaction.0']
Easy account set up... App is easy to use.... overall very helpful,"['824.account-management.account-access.0', '824.company-brand.general-satisfaction.0']"
updates are now ok.,['824.online-experience.updates-versions.0']
tha best,['824.company-brand.competitor.0']
"Needs Touch ID, to show pending payments and to stop crashing when opening my offers and then it would be just as good as all other mobile banking apps. It's design is also a little basic, could be made to look more interesting.",['824.account-management.fingerprint-facial-recognition.0']
"So I can't log on and it won't update. My phone is fine and shows latest statement updates, my iPad app is showing last weeks transactions. Not good rbs",['824.account-management.account-access.0']
Easy to use and sensitively and regularly upgraded,['824.online-experience.updates-versions.0']
Won't open up after logging in after the update,"['824.account-management.account-access.0', '824.online-experience.updates-versions.0']"
sensational,['824.company-brand.general-satisfaction.0']
"Brilliant way to keep track of your money. I got a card to use on holiday in France as it's a great exchange rate and so simple to use with the app but I loved it so much I've continued using it at home. I love the instant balance, you can't get caught out with pending transactions.",['824.company-brand.general-satisfaction.0']
Great on the go banking feature.,['824.company-brand.general-satisfaction.0']
Rubbish app constantly boots you out so you have to login twice before it lets you on the app. So slow too a nightmare to use expect better from such a big bank,['824.account-management.account-access.0']
"I was made to update but still keeps asking for me to update. 

Zero stars.",['824.online-experience.updates-versions.0']
"Good convenient, service, enjoy been able to do my banking anytime, anywhere.",['824.company-brand.convenience.0']
Very recommended!! I look great!! Efficient and dynamic service,['824.company-brand.general-satisfaction.0']
"I can not say anything,  only everything  is OK",['824.company-brand.general-satisfaction.0']
Unable to update app. I uninstalled it to reset but now won't let me reinstall-repeatedly saying searching for download??!! HELP,['824.online-experience.updates-versions.0']
simple. it works,['824.company-brand.general-satisfaction.0']
Chatterbank is the Bogs Dollocks,['824.company-brand.competitor.0']
Monzo is simply the most useful thing in my life atm. I don’t need to keep any cash on me or worry about exchange rates when I go abroad (or pay ridiculous fees for another bank). Monzo ROCKS!,['824.company-brand.competitor.0']
"F**king SC AM , they dont even know how to deal with the customers and hwo the hell they are growing so fast",['824.company-brand.general-satisfaction.0']
"Excellent. I have had no problems with it. BUT, it would be good if i could label the savers accounts i created.",['824.company-brand.general-satisfaction.0']
Starling is the best bank I have every been a customer. The App leaves many others standing.,['824.company-brand.competitor.0']
"Excellent app, really intuitive and clear. Feels fresh and modern banking",['824.company-brand.general-satisfaction.0']
In new update I think it would be great if you could pay your loans or add money to pay it off when you like as well as the due date would be a massive help in future,['824.online-experience.updates-versions.0']
Was ok until recently. Now it keeps telling me I have no internet connection when I certainly do. Frustrating to say the least.,['824.company-brand.general-satisfaction.0']
"Nice and simple to use and maybe because they are not a traditional bank, but to help me budget, it would be useful if the app shows closing balance each day as well. To me this would be more useful than showing summary of daily transactions. If you want to know what your balance was same day previous month you need a calculator !",['824.company-brand.convenience.0']
"I have banked with TSB for 50 years. I went into telephone banking and now been using Internet banking for 20 years.
The website is easy to use and has double security. However, recently when I first sign in I am presented with a screen of information about loans etc. which I then have to press another box 'continue' in order to access my account. This is very annoying. It also takes time to then download. 
I don't use my Trustcard very much because there are no perks that I can use. 
Also recently TSB changed my account type & I had no say in this. However the change is supposed to cause no difference. 
One thing that is a real nuisance is that I have no local bank. The nearest being in the city (a few miles away) which means either catching a bus OR taking the car & paying for parking. This is very annoying if I need to deposit cash or pay in a cheque.
TSB stands for Trustees Savings Bank so it should be referred to as TS Bank not TSB Bank.",['824.account-management.account-access.0']
very reliable and useful!,['824.company-brand.convenience.0']
"I have been an ING DIBA app user for 10 years and have now switched to N26: With the ING DIBA app, I was able to simply photograph invoices with my mobile phone and was done. Here I first have to create a contact, type the IBAN manually for the new contact and only then can I make a transfer to the contact. Very elaborate compared to before. I mean, if you want to have a contact, you can create one, but having to make a contact just to make a referral to a doctor or service provider does not help me. The fact that I have to type IBANs and cannot be read out of PDFs surprised me for a digital bank. Also the transfer with step 1, step 2 etc. may please some, but I prefer as before a page with all transfer details and say transfer below. Funny and one more step is that I can log in to the app with my fingerprint, but I can't use my fingerprint to authorise transfers, as with the ING DIBA app, but need an extra pin to do so. All in all, I find the app clear, but the core function of paying bills is considerably slower and more time consuming for me compared to the ING DIBA app. In November 2020, contact with N26 on a simple question was difficult. Chat bots reply first, but with unhelpful meaningless replies. After a few clicks you can chat with a member of staff of N26 and it seems friendly and you will be dumbfounded, but you also get almost exclusively text modules from the N26 and the many legal texts are so factual to unfriendly that you should rather stick with you if you text like that. These lyrics have nothing to do with a ""you"" level. One of the real disadvantages of the app is that you can't use the app. Time on his wife's cell phone. You cannot and must not share the account with your wife.","['824.account-management.fingerprint-facial-recognition.0', '824.account-management.account-access.0', '824.company-brand.convenience.0']"
Excellent app. Makes life so much easier being able to manage accounts on my mobile.,['824.company-brand.convenience.0']
"Brilliant bank! Completely hassle free. Fast, smooth and a joy to use. Swapping to Starling is the best business move I've made yet!",['824.company-brand.general-satisfaction.0']
"As they said - Revoult is better than bank account. So many capabilities, free money exchange, cryptocurrencies, trading...
And real full control on my Revoult card. I can disable any of its function via aplication. Aplication works perfectfully.
Great product, that i recommend to everyone.","['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
"At the moment very happy and with each improvement more, I hope they continue like this",['824.company-brand.general-satisfaction.0']
"Almost everything is awesome about Starling. I mainly use this for abroad spending, which is great. I had a good experience with the banking and I applied for the business banking and I was rejected because the business is risky for them! Today, I have just received the email that ""Debit Card Funding"" is going to be disabled in September, wonder why? It was a really good funding option, so straight forward and quick, even abroad I could fund my starling card, that would not be possible now, which is a great pity.",['824.company-brand.general-satisfaction.0']
so far all ok,['824.company-brand.general-satisfaction.0']
I like this service very well and I use it more and more!,['824.company-brand.general-satisfaction.0']
Don't ever bother trying to open a current account with this bank. The most unprofessional service I have ever experienced. Was called out of the blue one evening by a lady who asked me to confirm a dozen details from my application to ascertain whether it was a genuine application. Are you kidding me. You want me to give out all my personal details to a stranger over the phone. And then what is worse I haven't got the approval to open the account. What a waste of my time. You are a joke. Hope you go bust you clowns.,['824.company-brand.general-satisfaction.0']
great. app .no need to go down the bank any more just do it from my armchair brill,['824.company-brand.convenience.0']
Was told if I update app I would no longer wait... uninstalling app,['824.online-experience.updates-versions.0']
Is very easy to use and best exchange rate 😎,['824.company-brand.competitor.0']
"Everything works very well, easy to use application and N26 Business account at no cost",['824.company-brand.general-satisfaction.0']
"Very good experience, and useful to have.",['824.company-brand.general-satisfaction.0']
Un mare likeeee,['824.company-brand.general-satisfaction.0']
Great it really helps,"['824.company-brand.general-satisfaction.0', '824.company-brand.convenience.0']"
Currently this app is not functioning like it was before. I an unable to use many of the functions I had grown accustomed to. I hope it is restored to a working state soon as it has now become an inconvenience,['824.company-brand.convenience.0']
Very useful and good,"['824.company-brand.general-satisfaction.0', '824.company-brand.convenience.0']"
"I’m so sorry to be giving Nationwide 1star , Been a customer for well over 30years, I have a FlexDirect account and this month had around £10 of missing interest, phoned and sent private messages and really just came up against total incompetence on the customer service, kept on saying I was a day late as my salary was paid in on the 1st July and not 30th June, trying to explain we are in the middle of a pandemic and I have no control when my salary gets paid into my account, Nationwide are just Incapable of listening to reason, So Disappointed in a building society that I would have always praised to the heavens",['824.company-brand.general-satisfaction.0']
"Useless bank. They locked my account and I can not open it unless I phone them. All calls dropout after a few minutes on hold. Messaging service doesn't work.
Keep clear!",['824.company-brand.general-satisfaction.0']
"No more desktop, just use this. One of the better (&amp;a useful) apps.",['824.company-brand.convenience.0']
"Very good for everything, although the cheque paying in function can be frustrating, sometimes it repeatedly refuses to take a photo of the whole cheque",['824.company-brand.general-satisfaction.0']
Has helped me to keep my management of my finances right up to date - thank you,['824.company-brand.convenience.0']
It works well. I'm happy with the interface and the service. All good here !,['824.company-brand.general-satisfaction.0']
"I can access my accounts at any time, so easy to navigate!
Great app",['824.account-management.account-access.0']
"Easy to use banking app, with useful functions and features. Saving a trip to the bank or atm almost everyday 🙂",['824.company-brand.convenience.0']
"It does not allow me to enter after the last update of android, I get Connection error. Please fix it! if not impossible to make transfers and other operations.","['824.account-management.account-access.0', '824.online-experience.updates-versions.0']"
"Hi this card is very beautiful, i m vert happy.      Thank you very  much",['824.company-brand.general-satisfaction.0']
"good ,but soetimes a bit slow to retrieve info",['824.company-brand.general-satisfaction.0']
won't update or install.or even let me into the existing app if this is being helpful I dread to see you being UNHELPFUL,['824.online-experience.updates-versions.0']
Rarely is the app down. It's easy to use. Its reliable and it has all what you need at the end of your fingertips. I prefer this app to my other banking apps.,['824.company-brand.convenience.0']
The best to travel and not lose money on currency exchange.,"['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
Very easy to use. Handy,['824.company-brand.convenience.0']
"Only needed to contact them by phone once, really helpful and pleasant. Transactions have been faultless. Excellent so far!",['824.company-brand.general-satisfaction.0']
Until now is good,['824.company-brand.general-satisfaction.0']
"I hate HSBC bank with passion and I don't think I will advice anyone to bank with HSBC.  they are making my life and that of my husband so difficult.  My husband is a stage four cancer patient and in his last stage,  I went to the bank to  make some transactions on his behalf and they told me,  they will only attend to the owner of the account even when I told them about his situation.  I had to risk my husband life by taking him by wheel chair  to the useless HSBC bank.  After the whole thing my husband said to them that he would like for me to be his third party mandate and they bloody refuse,  I am still battling this with them. 

They are so heartless and inconsiderate.  I just hope non of them fall a victim to a quick tempered person  because it is not going to be funny at all.",['824.company-brand.general-satisfaction.0']
Brilliant helps keep an eye on my budget spending,['824.company-brand.general-satisfaction.0']
"terrible in everyway. my father has passed away we notified them and visited with the death cert they have continued to send letters asking for it to brought in and have continued to send post to his old address even after being told not to.
phone up get put on hold for ages, get passed around, told they would ring back no one does. it really feels as though nobody cares, not the treatment a family who are grieving need. please Barclays sort it out!",['824.company-brand.general-satisfaction.0']
Very frustrating to use. Constantly closes down when in the midst of a transaction. Cannot see available balance. No improvement apart from fingerprint log in. I will be deleting and going back to using existing app. Also it just looks a bit rubbish. Not to the standard expected.,['824.account-management.fingerprint-facial-recognition.0']
"The poor reviews I find surprising. I've always been able to conduct my business through Nationwide easily and efficiently. Granted, I do rely on internet banking and don't have any loans with Nationwide. But my experience has been terrific. 

I'd recommend Nationwide any day over a High Street, for-profit bank.",['824.company-brand.general-satisfaction.0']
From a complete moron as far as internet banking is concerned this service is second to non and so easy to use I LOVE IT,['824.company-brand.general-satisfaction.0']
Banking made easy ! as far as I see it 👍,['824.company-brand.general-satisfaction.0']
Very good and easy. Always handy,['824.company-brand.convenience.0']
Love it !so helpful when I travel to the Middle East .,['824.company-brand.convenience.0']
"Excellent! You can manage your card live like switch on and off contactless, etc and the customer service is great!",['824.company-brand.general-satisfaction.0']
Syperee,['824.company-brand.general-satisfaction.0']
I love it. Never had an issue with it!,['824.company-brand.general-satisfaction.0']
"There’s always something wrong with the app. Always a nightmare to use and definitely not iPhone X friendly. Face ID just refuses to work with the app and some how the memorable information required to set up Face ID, is invalid even though it was used to access the app.","['824.account-management.fingerprint-facial-recognition.0', '824.account-management.account-access.0']"
Apple Pay! It's a killer option!,['824.company-brand.general-satisfaction.0']
"If we like the bank, its application is perfect, the work on the interface design is remarkable, it changes post-bank type apps",['824.company-brand.general-satisfaction.0']
"Excellent online bank which, unlike B..q, sticks to the things I expect from a bank and does them well. I am only missing one thing - the ability to pay via Ideal. Any chance of you adding that?",['824.company-brand.general-satisfaction.0']
"Easy to use app ,excellent banking for personnel and business users .",['824.company-brand.general-satisfaction.0']
Amazing &amp; really user-friendly,['824.company-brand.general-satisfaction.0']
"All been working perfectly but now, since the last update, it is so slow and keeps freezing!!!!! it takes ages to load each page, and freezes for sometime before loading. was perfect before",['824.online-experience.updates-versions.0']
I had an appointment at 9:00 am today and I found the bank closed. They didn't bother themselves and send a message to cancel the appointment. I called them and after waiting to 20 mins they closed the line. I am already a customer with saving account and I was trying to have an appointment for 3 weeks to open a current account. VERY BAD SERVICE AND IRRESPONSIBILITY,['824.company-brand.general-satisfaction.0']
Absolute the best,['824.company-brand.competitor.0']
Won't open at all on honor8 loved it before but after phone upgrade it's non existent. Please fix,['824.online-experience.updates-versions.0']
The App has saved me time as I can access all of my accounts as I travel around  - very convenient tool in the box !,['824.company-brand.convenience.0']
So glad I made the switch from the high street banks.,"['824.company-brand.general-satisfaction.0', '824.company-brand.competitor.0']"
I love it so so much.,['824.company-brand.general-satisfaction.0']
"This is the best app,fast and very easy use.
I love it 
Greg",['824.company-brand.competitor.0']
Great simple and quik,['824.company-brand.general-satisfaction.0']
"It's a good app. And things like pending, monthly ins and outs, and fingerprint ID make it easier and more useful than many. Nice one","['824.account-management.fingerprint-facial-recognition.0', '824.company-brand.convenience.0']"
